"""Aa oyunu gibiydin sevgilim gönlünde herkese yer vardida bi bana yer yoktu..""",Positive
"""Annemin bildiği ama benim bilmediğim bir sevgilim var :/""",Positive
"""eski sevgilim dövdü amk rüyamda""",Positive
"""kilo aldı şevgilim sjsjkx""",Negative
"""kızın yerinde olsam çağatay ulusoy beni saçımdan öptü lan sevgilim opmese kaç yazar"" der geçerim..""",Positive
"""Bu sözlerimi cennet ehline aynen ilet sevgilim; Devletin bekasının da Allah belasını versin. Malboranın da!"" Ah Muhsin Ü…""",Negative
"""Sevgilim diye demiyorum, hiç yoktur kendisi.""",Negative
"""Regl olduğumda sevgili sevgilim ı öldürmek ve köpeğimize yedirmek istiyorum. Ciddiyim.""",Positive
"""Bazi Arkadaslar Dedi ki Sevgili Bul Kendine.. Iyide Benim Sevgilim Var.. Onu Yedim Zaman Beni Öyle Bir Yakar ki...""",Negative
"""Lan biri bi söylenti çıkarmış ezgi ömerle çıkıyo diye öyle bişey yok ömer benim 3 senelik kardeşim zaten sevgilim var aq…""",Positive
"""İYİKİ DOĞDUN SEVGİLİM Bize yaşattığın tarifsiz gerek mutluluk olsun gerekse hüzün olsun hepsi için minnettarız sana...""",Negative
"""Tabi sevgilim sana ikinci bi şans vereyim de hayatımın daha önce gözden kaçırdığı taraflarını da sik...""",Positive
"""sevgilim zaman seninle çok çabuk geçiyor :)""",Positive
"""eski sevgilim facebooktan oyun isteği göndermiş,sizde bu ne demek""",Positive
"""Sevgilim olmasın, ama hep benim yanımda olsun hissi. BaşKomutan İstanbulda""",Negative
"""Canım sevgilim ve Arkadaşlarım beni kahvaltıya götürmek için sırayaa dizilmişler""",Positive
"""Günaydın sevgilim ve diyerleri 😊""",Positive
"""Kız gelmiş diyor ki sevgilim olunca sigarayı bırakıyorum, ayrılınca yeniden başlıyorum.Yani illa o ağızda bir şeyler olacak dim…""",Positive
"""BenceBuAralar yine sevgilim olmıycak kendimi tanıyorum yani""",Positive
"""Kızın bitaneside senin benimle zorun ne sevgilim diye diye tekmeliyo yumrukluyo yazık kum torbasını eski sevgilisi sanıyo zavallı""",Positive
"""kaldır kadehini sevgilim varsa şerefine olmadı gidişine...!!""",Positive
"""Sevgilim diye demiyorum, hiç yoktur kendisi.""",Negative
"""Sevgilim bugün olmaz"" dediğinde ben""",Negative
"""Bir sevgilim olsun ben Ahmet Kaya dinlerken ses ulan ses ver desiin""",Positive
"""Yaşamak ümitli bir iştir, sevgilim. Yaşamak; Seni sevmek gibi ciddi bir iştir... Nazım Hikmet""",Negative
"""DenemeAA1234 Herşey izafi hayal sevgilim""",Positive
"""Aa tanıyorum benim de eski sevgilim konuşması kadar komik durum yok fjfjfkt""",Positive
"""Ve sıradaki şarkı benden bana geliyor çünkü biliyorsunuz sevgilim yok hala aq""",Positive
"""Gidiyorum hayatindan sana bidaha ne Günaydın derim ne de sevgilim.""",Negative
"""bana acı çektirince mutluysan olur sevgilim""",Positive
"""Biricik sevgilim 💏""",Positive
"""Kanka güldürme annem sevgilim var sanıyo 😹😹""",Positive
"""Duyguların ve cesaretin yoksa, asla bir kıza aşkım sevgilim deme. Никогда не говори девушке моя любимая"",если у тебя нет чувств и мужества""",Positive
"""Al kanka benden yaz sevgilim yok sarjim bitmiyo zaten. KocaeliKitapFuarı2015""",Negative
"""Sevgilim erkek arkadaşlarıyla istediği yere gidebilir tabi olursa""",Negative
"""Sevgiliyle uyumak gibisi yok.... Sevgilim de yok, uykum da yok zaten....""",Negative
"""bunu yazsam akrabalar görür mü?, arkadaşlar yanlış anlar mı?, sevgilim trip atar mı?"" diye düşünmekten istediğimiz gibi twit atamaz olduk.""",Positive
""" Sevgilim..""",Negative
"""Ve sıradaki şarkı benden bana geliyor çünkü biliyorsunuz sevgilim yok hala aq""",Positive
"""Sevgilim bana biz aski meleklerden caldik dese \&amp;quot;haramdan hayir gelmez\&amp;quot; der o iliskiyi bitiririm. KocaeliKitapFuarı2015""",Negative
"""Yanımdasın ve ben bunu hiç bir şeye değişmem sevgilim""",Positive
"""Sevgilim boğazda yangın var""",Positive
"""Kız gelmiş diyor ki sevgilim olunca sigarayı bırakıyorum, ayrılınca yeniden başlıyorum.Yani illa o ağızda bir şeyler olacak dimi??""",Positive
"""Al kanka benden yaz sevgilim yok sarjim bitmiyo zaten. KocaeliKitapFuarı2015""",Negative
"""Dur durak bilmiyordu, hunharca beddua ediyordu. Oysa itin duası kabul olsa, gökten kemik yağardı, ama eski sevgilim bunu bile bilmiyordu :(""",Positive
"""Annemin bildiği benim bilmediğim bi sevgilim var""",Positive
"""Annemin bildigi ama benim bilmedigim bir sevgilim var. KocaeliKitapFuarı2015""",Positive
"""Al kanka benden yaz sevgilim yok sarjim bitmiyo zaten. KocaeliKitapFuarı2015""",Negative
"""Al kanka benden yaz sevgilim yok sarjim bitmiyo zaten. KocaeliKitapFuarı2015""",Negative
"""Artık ne pencerem var seni koyacak Ne masam Sevgilim de yok bu şehirde Çiçek seni alıp ne yapsam..""",Negative
"""arkadaşınızın eski sevgilisiyle eski sevgilim arkadaşımla önümde şapur şupur öpüştüyse ben kaderimden şüphe ederim""",Positive
"""2.si yarım yıldır gorusmuyoruz bile 3.sü 5senedir sevgilim yok flört durumum,tanımaya çalıştıklarm tabiki oldu,özel hayattır sanane kimene..""",Positive
"""seni çookkk seviyorum, canımsın beniim./15/15.Görüşmek üzere sevgilim.müsait olduğunda yaz lütfen.Güle güle.mmm/15/15/10""",Negative
"""Benim sevgilim diye demiyorum gerçekten çok öküz maşşallaaaah.""",Positive
"""MR'dan sonra beni yalnız bırakmayan sevgilim 😊🐕""",Positive
"""O değilde, telefon elimden düşmüyor diye herkes sevgilim var sanıyor. Ona çok içerliyorum ya.""",Positive
"""+ Nikahına beni çağır sevgilim... - Niye ? + Pasdadamı yemiyahh :D""",Negative
"""İyiki doğdun sevgilim.""",Negative
"""KocaeliKitapFuarı2015 Al kanka benden yaz sevgilim yok sarjim bitmiyo zaten.""",Negative
"""Bak sevgilim göztepe""",Positive
"""Beni mutlu görmek sizi yıpratıyor mu lan ? Günaydın. Sevgilim hala uyuduğu için yataktan çıkamıyom. Napsam ki?""",Positive
"""Haberim yok ama sevgilim varmış janansns""",Positive
"""Sevgilim bugün olmaz"" dediğinde ben""",Negative
"""anneme ateist bir sevgilim var dedim şuan hastaneye götürüyoruz""",Positive
"""Türkiye de ki polis arabaları neden böyle değil bir türlü anlamıyorum :/""",Negative
"""Ulan sevgilim bile böyle demez dolandırıcılıkta son nokta 😁""",Positive
"""Telefonumu kurcalarken babam kimle mesajlaşıyon lann"" dedi bi an sevgilim var sandım sevindim""",Positive
"""O değilde, telefon elimden düşmüyor diye herkes sevgilim var sanıyor. Ona çok içerliyorum ya.""",Positive
"""Ayrildiktan 2 gun sonra yeni birine \'Sevgilim\' diyecek kadar basit olmayin. KocaeliKitapFuarı2015""",Negative
"""Uuu işte benim sevgilim ;)""",Positive
"""hoşgeldin sevgilim.""",Negative
"""En son sevgilim olduğunda dolar 2.21'di. Ekonomiye can vermek için belki de sevgili bulmam gerekiyordur. Deneyelim bunu, kaybımız olmaz? Hı?""",Positive
"""Ben bu çocuğun alnına illa sevgilim var mı yazdırayım kızlar,vurucam sizi kızlaar.""",Positive
"""Motordan bile çok seviyorum seni bir düşün istersen sevgilim :/""",Positive
"""Kuşları boş ver sevgilim, papatya koysunlar yoluna.""",Negative
"""Çık gel sevgilim, Ellerinde papatyalar bir pazar sabahı, Bir bahar müjdesi gibi çık gel...""",Negative
"""SEN NASIL YALNIZSIN DİYOR SENİN NASIL MANİTAN OLMAZ DİYOR AMAN ALLAHIM BU NE GÜZELLİK AŞIK OLDUM DİYOR AMA KATİYYEN SEVGİ…""",Negative
"""ya tabikide sevgilim beni BMW siyle almaya geldi.""",Positive
"""Neden ilişki durumu esprileri yapıyosun sanki biraz abaza gibi oluyo"" diyen eski sevgilim instagramda her gün bir yeni çıplak göt beğeniyor""",Positive
"""Ya ben yalnızlıktan uyanınca kendime Günaydın Sevgilim"" diye şarkı açan insanım, sen ne diyon?""",Negative
"""Benim bi sevgilim olacak ve ben onu kıskanmıcam başka derdin var mı yarram""",Positive
"""SEVGİLİM İLK KISKANÇLIĞINI YAŞIYO💕💕💕💕""",Negative
"""Eski sevgilim de olsa yavşamana izin vermem tabii.""",Positive
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""Beni affetsen artık,Sevgilim bidaha olmıycak sözz :( 😩😩""",Negative
"""Haberim yok ama sevgilim varmış janansns""",Positive
"""sevgilim sana şiir yazdım hiç virgül koymadım saçma sapan bir şey oldu sonradan anladım""",Positive
"""günaydın sevgilim""",Positive
"""//Aıshsugsusha sevgilim var benim (daha sevgilisi değil)""",Positive
"""O değilde benim neden sevgilim yok :/ :)""",Positive
"""Ateist sevgilim kimseyle konusmadigina dair yemin etti😊😊😊canim sevgilim sana guveniyorum🙏🙏🙏""",Positive
""" Olsun..""",Negative
"""Kiraz Mevsimi -Söyle Sevgilim aracılığıyla""",Negative
"""Her sevgilinin eksik bir yönü vardır.Benim sevgilim mesela:Bağcıları var.Ama Beyoğlu,Beşiktaş,Sarıyer ve Kadıköy'ü var diye katlanıyoruz.""",Positive
"""Sevgilim yok, mesaj atanım yok, azıcık hoşlanan biri bile yok. Ot gibi yaşıyorum.""",Negative
"""Bana araba kullanmayı öğretecek bi sevgilim olsun istiyorum.. Çok mu şey istiyorum😕""",Positive
"""Ve elbette ki sevgilim, Elbet dolaşacaktır en şanlı elbisesiyle; işçi tulumuyla bu güzelim memlekette hürriyet..""",Negative
"""İnsanları dövmek için çok sebebim var ama sevgilim de var. İkisi bir arada olmuyor, bir de yaş var tabi malum 20 olduk.""",Positive
"""ts teşekkürler sevgilim demek""",Positive
"""daha önümüzde uzun bi yol var bu daha başlangıç sevgilim ama seninle çok mutluyum seni çok seviyorum 😍😍""",Positive
"""Ne unutamadigim bi eski sevgilim, ne platonik bi askim, ne takıntılı oldugum ne de asik oldugum biri yok. Hayatim cok renksiz😒""",Negative
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""DenemeAA1234 Hayal sevgilim""",Positive
"""BaşKomutan İstanbulda Sevgilim sana uzun bir yolculuk borçluyum..""",Negative
"""lütfen güzel sevgilim dikim kazık olmuş senin smina göz dikmiş parçalmak istiyor senin amcigini silmek istiyorum lütfn tkip et""",Positive
"""Sevgilim bugün olmaz"" dediğinde ben""",Negative
"""Sana ilham veren bir kişinin veya bir şeyin fotoğrafını payla... — sevgilim ^_^ ama asker gitti :( &lt;3 onu ozleyicem""",Positive
"""Ya benim sevgilim olsa sataşıcak yer bulamaz sana neden erkekler yazmıyor diye kavga çıkarır""",Positive
"""bu eskilerden gına geldi boynuzlandığını bilip susan sevgilim var"" triplerinden daha çok gına geldi ama belki de doğrusu odur :p""",Positive
"""Al kanka benden yaz sevgilim yok sarjim bitmiyo zaten. KocaeliKitapFuarı2015""",Negative
"""nikahına beni çağır sevgilim istersen şahidin olurum senin BestFandomCA2015 Directioners""",Positive
"""sevgilim annarsın ya BestFandomCA2015 ELF""",Positive
"""Aq artk bi sevgilim olsa da ona kahvaltı hazırlayıp dertlerimi unutsam.""",Positive
"""Sensizlik beni bitirdi desem Yıkıldım sevgilim kaldırır mısın""",Positive
"""Sevgilim diye demiyorum hiç yoktur kendisi""",Negative
"""KocaeliKitapFuarı2015 Ayrildiktan 2 gun sonra yeni birine \'Sevgilim\' diyecek kadar basit olmayin.""",Negative
"""Aynı kıyafetleri giyip gezmenin modası geçti, geciktik bu günah senin sevgilim. Allah belanı versin!!""",Negative
"""Sevgilim bana biz aski meleklerden caldik dese \&amp;quot;haramdan hayir gelmez\&amp;quot; der o iliskiyi bitiririm. KocaeliKitapFuarı2015""",Negative
"""Sevgilim erkek erkeğe tabi ki bir yerlere gidebilir mesela askere.""",Negative
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""Ya aslında sevgilim varkende mutlu olmuyorum yalnızkende olmuyorum sanırım sorun bende Allah'ım bana bi güncelleme getirirmisin bozuldum aq""",Positive
"""KocaeliKitapFuarı2015 Al kanka benden yaz sevgilim yok sarjim bitmiyo zaten.""",Negative
"""ts teşekkürler sevgilim demek""",Positive
"""daha güzel olayım istiyorum daha çok para ve daha medeni aile daha ilgili yakışıklı sevgilim olsun""",Positive
"""sus bak para veririm sana."" sevgilim sohbetime doyamıyor :D""",Negative
"""Beni sen akşamcı ettin hayal sevgilim DenemeAA1234""",Positive
"""en son gta'da sevgilim olmuştu, onu da yanlışlıkla ezmiştim zaten.""",Positive
"""- Kanka dışarı gelsene? + Gelemem, sevgilim kızıyor. - Senin sevgilin mi vardı? + Yoktu değil mi? Geliyorum tamam.""",Positive
"""Sevgilim olsaydı da olmazdı insan olan böyle uyanmaz, tırın altında feci şekilde can vermişim kimse söylememiş.""",Negative
"""İdâm kalmadı memlekette sevgilim. Asma artık suratını!""",Negative
"""sevgilim arkadaşlarıyla gece takılabilir ben bunda bi sakınca görmüyorum sonuçta ölüm Allah'ın emri""",Positive
"""Hem sevgilim yok hem şarjım bitiyor. Düpe düz saçmalık.""",Positive
"""Giderek birbirimizden uzaklaşıyoruz sevgilim.. Ve sen buna izin veriyorsun..""",Positive
"""sevgilim var idare eder güzellikteyim durumumuz iyi ailem evden çıkmama izin veriyo en iyisini istiyorum, her şeyin daha fazlasını istiyorum""",Positive
"""başladığı yerde biter tüm yolculuklar sevgilim 😥""",Positive
"""Annemin bildigi ama benim bilmedigim bir sevgilim var. KocaeliKitapFuarı2015""",Positive
"""Her sbh kokunla uyanmayi seviyorum sevgilim..""",Negative
"""eski sevgilim okadar gizemliydi ki benden bi yaş küçük olduğunu 2 sene sonra öğrendim jzskdhszakjh""",Positive
"""Sevgilim hala uyanmadı ne yapmalıyım""",Negative
"""yemişim sermayesini, serbest ticaretini filan. ben seni özlediğim zaman, Arjantinde bir çocuk ağlar. işte asıl globalizas…""",Negative
"""Sevgilim arkadaşlarıyla gece takılabilir ben bunda bir sakınca görmüyorum sonuçta ölüm Allah'ın emri.""",Negative
"""SEVGİLİM BENİ EVE ÇAĞIRINCA""",Negative
"""Bana sevgilim diyen sesini duymaliyim ...""",Positive
"""Tabi sevgilim sana ikinci bi şans vereyim de hayatımın daha önce gözden kaçırdığı taraflarını da sik...""",Positive
"""Sevgilim yok, mesaj atanım yok, azıcık hoşlanan biri bile yok. Ot gibi yaşıyorum.""",Negative
"""Sevgilim yok, mesaj atanım yok, azıcık hoşlanan biri bile yok. Ot gibi yaşıyorum.""",Negative
"""Sende kankam ol ya yakışıklısınya sevgilim olma zaten hihi tamam.""",Positive
"""Al kanka benden yaz sevgilim yok sarjim bitmiyo zaten. KocaeliKitapFuarı2015""",Negative
"""farkındayım sevgilim yoksa bunların hepsini Ayık kafayla yapamazsın yani 😄""",Positive
"""Yaşlı ama her geçen gün gençleşen sevgilim Fenerbahçem ∞ 😍""",Positive
"""Sevgilim ♡♡♥""",Negative
"""Bu soruyu cozersem sevgilim olucak"" diyen arkadasim var benim su sinav bitsinde psikolojiler duzelsin""",Positive
"""Keşke sevgilim olsada ayrılsak""",Positive
"""Benim canım babam Günaydın nar çiçeğim sevgilim"" diye bi şarkıyla uyandırıyor, ama uyandırıyo işte. 😊""",Negative
"""Aman sevgilim rüzgar savurmasın saçlarını... Ne yana savursan bu bereketli acı gelir bulur beni...""",Positive
"""4 sene önceki sevgilim numaramı bulmuş sabah sabah rüyamda seni gördüm diye arıyor lan ben senin ismini cismini unuttum rüyanda ne işim var""",Positive
"""Sevgililik Şiiri Sevgilim sevgilim sevgilim Hergün onu severim Sevgilim sevgilim sevgilim Başkasına baksam kendimi döverim.…""",Positive
"""Bugunlerde seni stalklamayı ihmal ettim sevgilim kb.""",Positive
"""sevgilim kedinin ciger beklediği gibi bekliyorum:(""",Positive
"""sevgilim olunca onla güzel kızları birlikte konuşcam ne o öyle ben mi o mu olayı""",Positive
"""Benim seni kaybettiğim gibi sevgilim""",Positive
"""Benim bilmediğim bir sevgilim mi var bebeğim 😂😂""",Positive
"""Siyah çoraplılardan doğan bu sevda Büyüyor omuzlarımızda ! 💛💙 🎉Sevgilim 108 yaşında 😍😘 Fenerbahçe""",Negative
"""Al kanka benden yaz sevgilim yok sarjim bitmiyo zaten. KocaeliKitapFuarı2015""",Negative
"""günaydın sevgilim 💞""",Positive
"""Hayal sevgilim Deneme1234""",Positive
"""KocaeliKitapFuarı2015 Sevgilim bana biz aski meleklerden caldik dese \""haramdan hayir gelmez\"" der o iliskiyi bitiririm.""",Negative
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""KocaeliKitapFuarı2015 Annemin bildigi ama benim bilmedigim bir sevgilim var.""",Positive
"""Trabzonum benim ❤ Biricik sevgilim💙 Söyle senden başkaa ❤ Kimim var beniiiim 💙 BugünGünlerdenTRABZONSPOR 🙌🙌""",Positive
"""Günaydın sevgilim yok.""",Positive
"""Sanırım sevgilim öldü""",Positive
"""Yazin cok yakin akrabalarimizin dugunu var iki tanesine eski sevgilim geliyor ve bunu bana haber veren annem cok iyi yaptin anne tsk""",Positive
"""Karnımın guruldamasını telefon titreşimi sanan bir sevgilim var""",Positive
"""Kuşları boş ver sevgilim, papatya koysunlar yoluna.""",Negative
"""sevgilim uyanmıyor.""",Positive
"""Sensiz bi hiçim sevgilim...SENİ ÇOOO...OOOKKK SEVİYORUM.""",Negative
"""Güzelsin sevgilim ama çok yakından""",Positive
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""merhaba sevgilim var masöz istersen karına masaj yapar bende sikerim birlikte""",Positive
"""Kızım lafını hiç duymamış insan sevgilim lafının eksikliğini hissetmiyor açıkcası""",Positive
"""sevgilisi olunca her yere fotoğraf atanlara kızmıyorum. Benim ilkokulda sevgilim olduğunda andımız töreninde kızı kürsüye davet…""",Positive
"""üzgünüm sevgilim suç gözlerimde;(""",Positive
"""DenemeAA1234 Hayal sevgilim""",Positive
"""Gel"" Otur Sevgilim,Yaşlanınca Kalkarsın""",Negative
"""Sevgiliisi olupta hava atanlar varya çok itici benimde sevgilim var ama hava atmyorum !""",Positive
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""Annemin bildiği ama benim bilmediğim bir sevgilim var.""",Positive
"""Şehrime gel sevgilim.. Yarın çık gel. Bırak her şeyi,' bir bekleyenim var' de gel. |Nazım Hikmet|""",Negative
"""Sevgilim uzatma istersen artık alt üstü mesajına 3 sene sonra cevap verdim bunda abartılıcak bişey yok 󾌳󾌳󾌳""",Negative
"""Böyle Sevgilim Olsun, On Milyar Borcum Olsun"" Diyeceğiniz Kadın: Cara Delevingne""",Negative
"""Bizim için mahkeme kuruldu sevgilim… Sen aşkımızın katili olduğun için kalemin çoktan kırıldı..""",Negative
"""Annemin bildiği ama benim bilmediğim bir sevgilim var.""",Positive
"""yüzünden aysın gün, yana yana vursun üstüme sevgilim.""",Negative
"""Merhaba eşek sevgilim, ben seni her halükarda seven prensesin""",Negative
"""İyi ki doğdun sevgilim seni coook seviyorum 💕💕💕💕 metinty""",Positive
"""Sevgilim, saçlarını tarayıp gerdanını okşayıp, Ninniler söyleyip, dizlerimde uyutsam seni.""",Negative
"""Sevgilim diye demiyorum hiç yoktur kendisi""",Negative
"""Sevgilim bana gül alsa reçel yaparım ama sevgilim yok""",Positive
"""ama eminim yeşil gözlü olsam,şuanda sevgilim olurdu wğxmwğxwşx""",Positive
"""Sevgilim bugün olmaz"" dediğinde ben""",Negative
"""Sevgililik Şiiri Sevgilim sevgilim sevgilim Hergün onu severim Sevgilim sevgilim sevgilim Başkasına baksam kendimi döverim.…""",Positive
"""SEVGİLİM OLUNCA TELEFONUNUN REHBERİNDEKİ BÜTÜN ERKEKLERİ SİLİCEM :D:D:D""",Negative
"""DÜĞÜNÜM diye bir albüm oluşturamadan facebookunda modası geçti ya bu günah senin sevgilim. ABV.""",Negative
"""Böyle Sevgilim Olsun, On Milyar Borcum Olsun"" Diyeceğiniz Kadın: Cara Delevingne aracılığıyla""",Negative
"""toprak kokardın sevgilim, şimdi toprak mı oldun neyleyeyim""",Negative
"""Canım sevgilim ya ölümden sonra hayat var mı onu merak ettiği için beni aldatmış kıyamam 🙆🏻""",Positive
"""Sevgilim bugün olmaz"" dediğinde ben""",Negative
"""Darvinə inanan sevgilim vardı. Tvdə meymunlar haqda verlişə baxannan sonra evdəkilərçün darıxdım deyib rayona getmişdi..""",Positive
"""ezel sevgilim olur musun?""",Positive
"""Sevgilim kızla buluşmaya gidio 🙈😃bana da rahat rahat sölüo!benim diğer cıtırıda Bilio aldatılmak mı iyi herşeyi bilmek mi bilemedim 😃""",Positive
"""Onlar Ümidin Düşmanıdır, Sevgilim, . (ve Çocukların, ve Hayvanların, ve Çiçeklerin)""",Negative
"""Beni sen akşamcı ettin hayal sevgilim DenemeAA1234""",Positive
"""nikahına beni çağır sevgilim istersen şahidin olurum senin BestFandomCA2015 Directioners""",Positive
"""Sevgilimle sinemaya gitsem filmi değil onu izlerim diyen bir sevgilim bile olmadı be""",Positive
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""İyiki doğdun sevgilim! FENERBAHCE108yasında""",Negative
"""Ömrümün sebebi, ustam, sevgilim Yaran derine gitmiş fitil tutmaz bilirim. beşiktaş""",Positive
"""Sevgilim bugün olmaz"" dediğinde ben""",Negative
"""Hayal sevgilim DenemeAA1234""",Positive
"""Çikolata sevgilim nerdesin""",Positive
"""Günaaaaydın sevgilim ne güzel birgün değilmi☺️ 🎶🎧 güne senle başlamak harika şey çocuk 😉""",Positive
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""Sevgilim erkek erkeğe tabi ki bir yerlere gidebilir mesela askere.""",Negative
"""Ay sevgilim iyi ki doğmuşta benim olmuşta nice sağlıklı huzurlu birlikte senelereymişte""",Positive
"""Deneme1234 Gel sevgilim gel, benim dünyama gel çok zaman var içimde yerini hazırladım.""",Positive
"""* İnsan ölümü özler mi? Özlüyorum sevgilim… Çünkü sevdamız mahşere kaldı…""",Negative
"""Çık gel sevgilim, Ellerinde papatyalar Bir pazar, Bir bahar müjdesi gibi çık gel.""",Negative
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""kahvaltı hazır :/ keşke bir sevgilim olsa pazar kahvaltısı yapsak:/""",Positive
"""Onlar ümidin düşmanıdır sevgilim. Akar suyun, meyve çağında ağacın, serpilip gelişen hayatın düşmanı.""",Negative
"""sevgilim sosyal hesaplarımın şifresini isteyince ben""",Positive
"""Herşey izafi hayal sevgilim DenemeAA1234""",Positive
"""Biri bana çıkma teklfi etti sevgilim var diyorum anlamıyo hey ben onun sj""",Positive
"""Bir düş kadar güzel yanında olmak sevgilim. Ben her buluşmamızda gitmemeni istedim. Çünkü en güzel şeydi ellerine dokunmak.""",Positive
"""Çıkarken aşkım, sevgilim. Ayrılınca sidikli, sümüklü ne arkadaşlar anlatsanıza bana""",Negative
"""sevgilim,mutluluğum,huzurum iyi ki doğmuşsun,iyi ki benim olmuşsun. Sen benim canımın en içisin,nice birlikte mutlu yıllara 😍""",Positive
"""Şehrime gel sevgilim.. Yarın çık gel. Bırak her şeyi,' bir bekleyenim var' de gel. |Nazım Hikmet|""",Negative
"""Bak sevgilim göztepe""",Positive
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""esra benimle evlenir misin sevgilim""",Positive
"""bu gülüşler sen varken var ve olacak herzaman . Seninle bi hayat yaşıcaz sevgilim öyle yada böyle atlatacaz aşkım bir oldukça""",Positive
"""Tabi sevgilim sana ikinci bi şans vereyim de hayatımın daha önce gözden kaçırdığı taraflarını da sik...""",Positive
"""Yok böyle bir güzellik lan""",Negative
"""Thor gibi bi sevgilim olsa onu eve kitlerdim ve benden başka kız görmesini engellerdim nihahah""",Positive
"""@ayselayturk eski sevgilim benim +18 videolarımı porno sitede paylaşmış rica etsem siteye girer şikayet edermisin? """,Positive
"""Günaydın sevgilim , sen olmasanda hayalinle uyandım bugün.""",Positive
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""Sana düşman, bana düşman Düşünen insana düşman Vatan ki bu insanların evidir, Sevgilim, onlar vatana düşman. .. -Nazım Hik…""",Negative
"""amacıolmayansayfatt Allah biliyo sevgilim olunca kıskançlık krizine gireceğimi, o yüzden vermiyo valla bak.""",Positive
"""Sevgilim yok ve telefonumun sarjı bitiyor saçmalığa bak 😂😂""",Negative
"""o kadar saçma dertleriniz var ki. ya benim sevgilimin sevgilim olduğundan haberi yoktu söyleyince ikimiz de baya şaşırdık ama ayaktayım""",Positive
"""amacıolmayansayfatt Hem sevgilim yok, hem şarjım bitiyor. Düpe düz saçmalık.""",Positive
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""Öykünün hiçmi erkek arkadaşı yok sevgilim diye tanıtacağı yoksa getirin o zaman bakalım Mete ne yapacak😡😡#KirazMevsimi""",Positive
"""Onlar Ümidin Düşmanıdır, Sevgilim, . (ve Çocukların, ve Hayvanların, ve Çiçeklerin)""",Negative
"""Bi zamanlar dostum dediğinizle sevgili, sevgilim dediğinizle de dost olmayı nasıl beceriyosunuz anlatsanıza biraz.""",Negative
"""Sevgilim olduğunda ben (TEMSİLİ)""",Negative
"""Sevgilim yok şarjım bitiyor saçmalığa bak""",Negative
"""Allah biliyo sevgilim olunca kıskançlık krizine gireceğimi, o yüzden vermiyo valla bak. amacıolmayansayfatt""",Positive
"""Sevgilim yok şarjım bitiyor saçmalığa bak""",Negative
"""Nice yaşlara sevgilim!""",Negative
"""Sanki bilmiyorsun sevgilim ben dua’m da en çok sana yer verdiğimi...""",Positive
"""Gerizekalı sevgilim şarkısı sendin aşkım""",Positive
"""amacıolmayansayfatt Annemin bildiği ama benim bilmediğim bir sevgilim var.""",Positive
"""birlikte pazar kahvaltısı yapabileceğim bir sevgilim bile yok :((((""",Positive
"""sevgilim var"" demektense beni seven biri var"" demek çok daha iyi. amacıolmayansayfatt""",Positive
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""acaba sevgilim beni aldatıyor mu ? düşüncesiyle kendinizi yiyip bitirmeyin. size bunu düşündüren insan aldatıyordur zat…""",Positive
"""sabah altıdan beridir hazırlanmaya çalışan sevgilim daha yeni çıkalım aşkım dedi""",Positive
"""Pierre Loti'de kahvelerimizi yudumlayacağız sevgilim...""",Negative
"""Eski sevgilim mallıkta master yapmayı düşünüyo olmalı""",Positive
"""Şu kız benim kankim olsa sokakta gezerken sarılır,öper sevgilim süsü verirdim""",Positive
"""Çoğu kez kalbime gömdüm sevdiklerimi, sevgilim. Sana da bir mezar bulurum elbet... Osman ipek""",Negative
"""hep yaptigimdan ;) ama 2 hafta dir yapamiyorum. Sevgilim yok :(""",Negative
"""Eminim sevgilim. *elini öper*""",Negative
"""Eski sevgilim mallıkta master yapmayı düşünüyo olmalı""",Positive
"""Pazar günü geç kalkan tek insan sevgilim galiba""",Positive
"""Gunaydin, dogum gunun kutlu olsun sevgilim 108""",Positive
"""Arkadaşlarıma twitterı bu da sevgilim diyerek tanıştırdım""",Positive
"""amacıolmayansayfatt Hem sevgilim yok, hem şarjım bitiyo. Saçmalığa bak""",Positive
